,Date,Open,High,Low,Close,Adj Close,Volume
109,2016-06-09,153.789993,154.289993,152.460007,153.169998,141.206879,2711700
110,2016-06-10,151.350006,151.660004,149.570007,149.889999,138.183044,4335700
111,2016-06-13,149.0,151.320007,148.589996,148.630005,137.021454,3385800
112,2016-06-14,148.220001,149.050003,145.449997,146.190002,134.772034,5069600
113,2016-06-15,147.160004,148.699997,145.899994,146.160004,134.7444,2981400
114,2016-06-16,145.0,146.990005,143.529999,146.630005,135.177673,3499200
115,2016-06-17,146.630005,148.229996,145.460007,145.639999,134.264984,4296500
116,2016-06-20,148.5,150.5,147.580002,147.75,136.21022,3338900
117,2016-06-21,148.5,148.830002,147.119995,148.350006,136.763336,2424600
118,2016-06-22,148.009995,150.119995,147.990005,148.139999,136.569733,2487600
119,2016-06-23,150.559998,152.800003,150.139999,152.660004,140.736694,2940500
120,2016-06-24,143.029999,146.419998,140.919998,141.860001,130.780228,9442200
121,2016-06-27,140.070007,141.229996,138.199997,139.509995,128.613754,7381000
122,2016-06-28,142.210007,142.619995,139.820007,142.410004,131.287277,5041500
123,2016-06-29,143.600006,145.550003,142.929993,145.5,134.135956,3804100
124,2016-06-30,146.669998,148.880005,145.369995,148.580002,136.975357,4528600
125,2016-07-01,148.490005,150.699997,148.070007,148.25,136.671127,3096800
126,2016-07-05,146.720001,146.940002,143.330002,144.449997,133.167908,3943000
127,2016-07-06,142.940002,145.940002,142.619995,145.580002,134.209641,2941800
128,2016-07-07,146.0,148.089996,145.360001,147.0,135.518799,2578300
129,2016-07-08,149.360001,150.919998,148.309998,150.380005,138.634781,3281400
130,2016-07-11,151.490005,152.979996,151.380005,152.190002,140.303452,3041600
131,2016-07-12,154.0,157.25,153.919998,156.919998,144.66394,5110800
132,2016-07-13,157.0,158.270004,156.149994,157.919998,145.585876,4276400
133,2016-07-14,160.289993,163.240005,160.009995,162.539993,149.845047,5087700
134,2016-07-15,162.860001,163.139999,160.699997,161.639999,149.01535,3078400
135,2016-07-18,162.360001,164.089996,162.009995,163.330002,150.57338,4734500
136,2016-07-19,162.020004,164.080002,160.729996,161.410004,148.803314,5399700
137,2016-07-20,162.550003,162.889999,159.220001,161.770004,149.135193,3547800
138,2016-07-21,161.710007,161.899994,159.770004,160.050003,147.5495,2855500
139,2016-07-22,160.289993,160.729996,159.860001,160.410004,147.881424,1811700
140,2016-07-25,159.639999,161.330002,159.610001,160.509995,147.973618,1956100
141,2016-07-26,160.679993,161.5,159.419998,161.160004,148.572845,2150100
142,2016-07-27,161.199997,162.169998,160.410004,160.990005,148.416122,2317200
143,2016-07-28,160.179993,160.960007,158.839996,160.529999,147.99205,2047400
144,2016-07-29,159.509995,160.190002,158.649994,158.809998,146.406387,2388200
145,2016-08-01,158.809998,159.919998,157.929993,158.179993,145.825577,2316300
146,2016-08-02,157.649994,158.460007,155.369995,156.059998,143.871155,3182800
147,2016-08-03,156.449997,158.949997,156.179993,158.339996,145.973053,2284700
148,2016-08-04,158.220001,158.899994,157.410004,158.050003,145.705734,2005700
149,2016-08-05,159.75,162.130005,159.199997,162.089996,149.430222,2676100
150,2016-08-08,162.100006,163.979996,162.009995,162.830002,150.112381,2266600
151,2016-08-09,162.5,164.580002,162.5,163.440002,150.674759,1957400
152,2016-08-10,163.449997,163.600006,162.009995,162.190002,149.52243,1656100
153,2016-08-11,162.199997,164.25,161.929993,163.860001,151.061951,1827700
154,2016-08-12,162.669998,163.369995,162.070007,163.25,150.499603,1440800
155,2016-08-15,163.869995,165.839996,163.800003,165.550003,152.619965,2222200
156,2016-08-16,164.990005,166.759995,164.720001,165.649994,152.712143,2523800
157,2016-08-17,165.940002,166.320007,164.740005,165.669998,152.730576,2061700
158,2016-08-18,165.339996,166.559998,164.630005,166.059998,153.090118,1750500
159,2016-08-19,165.360001,166.899994,164.5,166.229996,153.246841,1840900
160,2016-08-22,166.0,166.910004,164.889999,166.259995,153.274521,1448100
161,2016-08-23,167.0,167.850006,165.979996,166.080002,153.108582,1965500
162,2016-08-24,165.779999,166.699997,164.850006,165.300003,152.389496,2035300
163,2016-08-25,165.080002,166.039993,164.610001,165.899994,152.942612,1441400
164,2016-08-26,166.759995,168.070007,165.360001,165.970001,153.007172,2402200
165,2016-08-29,166.600006,167.860001,166.149994,166.869995,153.836853,2620900
166,2016-08-30,166.220001,169.509995,166.220001,169.369995,156.752136,2934100
167,2016-08-31,169.25,170.240005,167.470001,169.460007,156.835449,3688200
168,2016-09-01,170.0,170.070007,166.660004,168.509995,155.956238,2843300
169,2016-09-02,168.520004,169.740005,167.899994,169.179993,156.57634,1747500
170,2016-09-06,168.720001,169.789993,167.470001,169.330002,156.715164,2034900
171,2016-09-07,168.699997,170.210007,168.649994,169.669998,157.029831,1584300
172,2016-09-08,169.350006,171.880005,168.710007,171.660004,158.871613,3031600
173,2016-09-09,170.830002,172.419998,168.509995,168.570007,156.011826,3411800
174,2016-09-12,167.009995,171.669998,166.229996,171.059998,158.316269,2647900
175,2016-09-13,168.539993,169.970001,166.380005,167.0,154.558731,2788200
176,2016-09-14,167.0,167.860001,165.589996,166.160004,153.781357,1995900
177,2016-09-15,165.779999,168.759995,165.759995,168.080002,155.558273,1645200
178,2016-09-16,167.850006,168.050003,165.610001,166.0,153.633255,4534900
179,2016-09-19,167.339996,168.309998,165.679993,166.210007,153.827621,2030700
180,2016-09-20,167.679993,168.279999,166.389999,166.470001,154.068222,1532900
181,2016-09-21,167.419998,168.279999,165.929993,167.029999,154.586502,2333600
182,2016-09-22,168.449997,169.330002,167.699997,168.020004,155.502777,2467700
183,2016-09-23,167.75,168.100006,165.050003,165.130005,152.828064,3421200
184,2016-09-26,163.830002,163.970001,161.0,161.479996,149.449997,2772200
185,2016-09-27,160.720001,163.449997,159.820007,162.889999,150.754944,2602700
186,2016-09-28,163.339996,163.789993,161.679993,163.449997,151.273178,1678100
187,2016-09-29,163.380005,163.960007,157.770004,158.949997,147.108459,3733800
188,2016-09-30,159.949997,162.410004,157.800003,161.270004,149.25563,4497200
189,2016-10-03,160.5,161.720001,160.25,161.070007,149.070541,2444700
190,2016-10-04,161.240005,164.149994,161.229996,162.270004,150.181107,2469900
191,2016-10-05,163.320007,166.570007,163.009995,166.399994,154.003418,2548200
192,2016-10-06,167.179993,167.289993,164.820007,167.149994,154.697571,2858000
193,2016-10-07,167.5,169.979996,166.240005,169.830002,157.177917,3390200
194,2016-10-10,170.520004,171.75,170.100006,171.039993,158.29776,2532000
195,2016-10-11,169.839996,170.869995,167.910004,169.039993,156.446777,2680000
196,2016-10-12,169.039993,169.990005,168.300003,169.300003,156.687393,2404000
197,2016-10-13,167.600006,167.630005,165.509995,167.419998,154.947479,2713700
198,2016-10-14,171.600006,172.949997,169.110001,170.520004,157.816528,5282300
199,2016-10-17,170.5,171.270004,168.449997,169.0,156.409744,3061400
200,2016-10-18,172.009995,173.470001,171.100006,172.630005,159.769348,4482500
201,2016-10-19,173.369995,175.679993,173.179993,174.509995,161.509277,3676000
202,2016-10-20,174.0,175.789993,173.800003,174.509995,161.509277,2471100
203,2016-10-21,172.839996,174.899994,172.509995,174.669998,161.657333,2004400
204,2016-10-24,175.5,175.789993,174.350006,175.119995,162.073807,1943200
205,2016-10-25,175.039993,175.960007,174.639999,175.550003,162.471786,2423300
206,2016-10-26,174.789993,177.899994,173.929993,177.070007,163.878525,2533800
207,2016-10-27,178.190002,178.850006,176.570007,177.75,164.507889,3021900
208,2016-10-28,178.509995,178.509995,175.460007,177.139999,163.943329,2042800
209,2016-10-31,177.679993,178.5,177.229996,178.240005,164.961395,1828200
210,2016-11-01,179.0,179.179993,176.610001,178.059998,164.794769,2900600
211,2016-11-02,177.070007,177.5,176.070007,176.580002,163.425034,2104800
212,2016-11-03,176.770004,177.970001,176.210007,176.210007,163.082611,1972700
213,2016-11-04,176.330002,177.339996,174.729996,175.919998,162.814224,1846500
214,2016-11-07,179.0,181.5,179.0,181.479996,167.960022,3338800
215,2016-11-08,180.110001,182.679993,178.460007,181.919998,168.367218,2646200
216,2016-11-09,185.0,193.539993,183.449997,192.630005,178.279343,7823800
217,2016-11-10,194.529999,204.669998,194.0,200.869995,185.905472,11345400
218,2016-11-11,198.25,205.0,198.25,203.940002,188.746765,6290200
219,2016-11-14,204.149994,211.770004,204.149994,209.179993,193.596375,8248100
220,2016-11-15,206.559998,211.199997,205.169998,211.190002,195.45668,4893800
221,2016-11-16,207.350006,208.080002,204.830002,206.259995,190.893906,5276200
222,2016-11-17,206.259995,209.690002,205.669998,209.630005,194.012878,3572400
223,2016-11-18,209.869995,212.070007,209.720001,210.350006,194.67923,4278200
224,2016-11-21,211.460007,211.690002,209.179993,211.080002,195.354874,2860200
225,2016-11-22,211.360001,211.949997,209.889999,211.110001,195.382614,2945700
226,2016-11-23,211.5,213.410004,209.369995,212.309998,196.49321,3717400
227,2016-11-25,211.360001,212.75,211.0,211.380005,195.632492,1974000
228,2016-11-28,210.0,211.759995,209.600006,210.350006,194.67923,3297400
229,2016-11-29,209.990005,212.919998,209.919998,211.75,196.582397,2577600
230,2016-11-30,215.199997,220.770004,214.970001,219.289993,203.582291,6507900
231,2016-12-01,220.929993,227.160004,220.350006,226.630005,210.396545,7606500
232,2016-12-02,226.0,226.25,221.220001,223.360001,207.360764,5297400
233,2016-12-05,225.520004,229.199997,225.240005,228.550003,212.179031,4599300
234,2016-12-06,230.179993,232.669998,227.899994,231.380005,214.806351,5259300
235,2016-12-07,230.399994,236.089996,230.399994,235.559998,218.686859,6595200
236,2016-12-08,236.880005,242.419998,236.0,241.449997,224.154984,7343700
237,2016-12-09,240.610001,242.0,238.880005,241.850006,224.526352,5456000
238,2016-12-12,240.5,242.830002,236.369995,237.169998,220.181564,5022000
239,2016-12-13,239.0,240.179993,235.509995,238.550003,221.462723,4680500
240,2016-12-14,235.669998,243.119995,235.369995,239.929993,222.743881,6172400
241,2016-12-15,242.490005,245.570007,241.619995,243.0,225.593964,4829700
242,2016-12-16,242.800003,243.190002,238.399994,238.899994,221.787613,6876400
243,2016-12-19,238.339996,239.740005,236.259995,239.070007,221.94545,3743300
244,2016-12-20,240.520004,243.649994,240.229996,243.089996,225.677505,4487700
245,2016-12-21,242.240005,242.399994,240.080002,241.440002,224.145706,3277800
246,2016-12-22,241.229996,242.860001,239.550003,240.119995,222.920258,2636500
247,2016-12-23,239.539993,241.899994,238.910004,240.970001,223.709366,2187500
248,2016-12-27,241.949997,242.589996,240.399994,241.559998,224.257095,1998200
249,2016-12-28,243.690002,244.5,240.440002,240.649994,223.412292,3053000
250,2016-12-29,240.75,241.070007,236.639999,238.179993,221.119232,2619000
251,2016-12-30,238.509995,240.5,237.399994,239.449997,222.298264,2355500
252,2017-01-03,242.699997,244.970001,237.970001,241.570007,224.266403,4384200
253,2017-01-04,241.440002,243.320007,240.029999,243.130005,225.71463,2728700
254,2017-01-05,242.720001,243.229996,236.779999,241.320007,224.034286,3562600
255,2017-01-06,242.289993,246.199997,241.369995,244.899994,227.357864,3591100
256,2017-01-09,243.25,244.690002,241.470001,242.889999,225.491837,3022800
257,2017-01-10,240.869995,243.440002,239.050003,242.570007,225.194748,3432900
258,2017-01-11,242.770004,245.839996,242.0,245.759995,228.156296,3532600
259,2017-01-12,245.059998,245.470001,241.570007,243.839996,226.373795,4022300
260,2017-01-13,245.429993,247.770004,242.910004,244.300003,226.800812,4186100
261,2017-01-17,242.940002,243.059998,235.610001,235.740005,218.853989,6277200
262,2017-01-18,236.0,237.690002,231.520004,234.289993,217.507858,7590500
263,2017-01-19,234.070007,234.75,230.619995,231.410004,214.834152,4561800
264,2017-01-20,231.619995,233.229996,230.539993,232.199997,215.567535,5211800
265,2017-01-23,231.860001,233.75,230.75,232.669998,216.003922,3136200
266,2017-01-24,231.860001,236.059998,230.839996,233.679993,216.941528,4448200
267,2017-01-25,235.529999,237.330002,234.490005,237.25,220.255798,3716800
268,2017-01-26,237.470001,240.789993,237.470001,239.580002,222.41893,4195600
269,2017-01-27,236.899994,237.970001,236.009995,236.949997,219.97731,3253100
270,2017-01-30,235.580002,236.289993,231.520004,233.899994,217.145767,3803300
271,2017-01-31,232.850006,234.350006,228.160004,229.320007,212.89386,5156400
272,2017-02-01,230.509995,232.860001,229.520004,230.669998,214.14711,4024500
273,2017-02-02,228.509995,232.330002,227.050003,230.410004,213.905792,2775700
274,2017-02-03,234.520004,241.110001,234.199997,240.949997,223.690796,7381000
275,2017-02-06,239.600006,243.649994,239.169998,239.979996,222.790283,4639200
276,2017-02-07,241.149994,241.440002,239.389999,239.619995,222.4561,2660200
277,2017-02-08,238.300003,238.940002,236.309998,237.729996,220.701447,2744700
278,2017-02-09,237.729996,243.289993,237.419998,241.550003,224.247818,3550800
279,2017-02-10,243.369995,244.160004,241.229996,242.720001,225.33403,3072800
280,2017-02-13,244.490005,247.479996,244.490005,246.270004,228.6297,2998200
281,2017-02-14,246.009995,250.0,245.690002,249.460007,231.591202,4141500
282,2017-02-15,250.580002,251.949997,248.509995,250.539993,232.593872,4296600
283,2017-02-16,250.300003,250.779999,248.440002,249.440002,231.572647,2286300
284,2017-02-17,247.509995,250.559998,247.110001,250.380005,232.445328,3262300
285,2017-02-21,251.0,252.649994,250.710007,251.759995,233.726471,2794900
286,2017-02-22,250.059998,252.350006,250.0,251.729996,233.698624,2378800
287,2017-02-23,251.309998,251.899994,249.320007,251.190002,233.197296,2594700
288,2017-02-24,247.699997,248.880005,246.100006,247.350006,229.632355,3565400
289,2017-02-27,247.210007,249.759995,246.610001,249.330002,231.470535,2372600
290,2017-02-28,248.0,249.0,245.610001,248.059998,230.893417,3627100
291,2017-03-01,253.710007,255.149994,251.259995,252.710007,235.221695,5218300
292,2017-03-02,253.520004,254.240005,250.970001,251.059998,233.685806,3020000
293,2017-03-03,251.059998,254.75,251.059998,252.889999,235.389206,3163700
294,2017-03-06,252.169998,252.729996,250.5,252.009995,234.570099,2467000
295,2017-03-07,252.490005,253.0,250.309998,250.899994,233.536911,2497300
296,2017-03-08,253.619995,254.770004,249.610001,250.240005,232.922592,3574400
297,2017-03-09,251.220001,252.740005,249.520004,250.179993,232.866714,3061500
298,2017-03-10,251.839996,251.899994,246.869995,248.380005,231.19133,3365900
299,2017-03-13,249.320007,249.320007,247.210007,248.160004,230.986542,1801100
300,2017-03-14,246.809998,247.830002,245.410004,247.720001,230.576981,2144200
301,2017-03-15,248.350006,250.279999,245.559998,246.779999,229.702026,3427000
302,2017-03-16,247.850006,250.199997,247.309998,248.220001,231.042374,2940600
303,2017-03-17,249.679993,249.679993,243.860001,243.940002,227.058548,5438100
304,2017-03-20,243.320007,244.929993,241.520004,242.139999,225.383118,2759100
305,2017-03-21,243.309998,243.309998,232.789993,233.0,216.875641,5660900
306,2017-03-22,231.220001,232.919998,229.160004,231.070007,215.079269,6291300
307,2017-03-23,230.75,234.630005,229.949997,231.899994,215.851776,4770700
308,2017-03-24,233.0,233.699997,226.970001,228.410004,212.603302,6387300
309,2017-03-27,223.300003,227.070007,220.850006,225.479996,209.876053,9194800
310,2017-03-28,225.580002,229.75,225.100006,229.330002,213.45961,4471200
311,2017-03-29,229.389999,229.970001,227.520004,228.449997,212.640533,2636000
312,2017-03-30,229.479996,232.0,229.380005,231.220001,215.218826,3156800
313,2017-03-31,230.529999,230.800003,228.729996,229.720001,213.822647,2858400
314,2017-04-03,230.0,230.100006,225.570007,228.960007,213.115219,3735600
315,2017-04-04,227.720001,230.690002,227.279999,229.259995,213.394455,3042700
316,2017-04-05,232.149994,232.889999,227.309998,227.660004,211.905212,5286900
317,2017-04-06,227.089996,230.119995,225.710007,228.639999,212.817383,2927200
318,2017-04-07,226.600006,228.830002,226.229996,227.880005,212.10997,2853300
319,2017-04-10,228.0,229.789993,226.949997,228.889999,213.050079,2653900
320,2017-04-11,227.779999,229.399994,225.389999,227.740005,211.979675,3374700
321,2017-04-12,227.649994,228.25,225.229996,225.75,210.127365,2947500
322,2017-04-13,225.179993,228.169998,223.080002,223.320007,207.865555,3653700
323,2017-04-17,223.899994,226.880005,223.020004,226.259995,210.602051,4190900
324,2017-04-18,219.320007,219.889999,213.179993,215.589996,200.670486,12464000
325,2017-04-19,215.869995,217.179993,213.610001,214.089996,199.274277,6428800
326,2017-04-20,215.5,218.979996,215.0,218.059998,202.969528,5168200
327,2017-04-21,218.550003,219.179993,216.380005,216.860001,201.852585,3845700
328,2017-04-24,221.179993,224.809998,220.300003,223.220001,207.772461,5353500
329,2017-04-25,226.199997,227.979996,225.149994,226.630005,210.946503,3996900
330,2017-04-26,227.100006,229.360001,226.089996,226.199997,210.546219,3765300
331,2017-04-27,226.699997,226.699997,223.520004,225.809998,210.183212,2805800
332,2017-04-28,225.309998,226.770004,223.720001,223.800003,208.312332,2936600
333,2017-05-01,224.899994,226.389999,220.929993,224.850006,209.289642,3004800
334,2017-05-02,224.860001,225.839996,223.179993,225.119995,209.54097,2602400
335,2017-05-03,224.449997,226.690002,224.320007,226.309998,210.648605,3042200
336,2017-05-04,228.259995,228.889999,224.809998,226.589996,210.909241,2935400
337,2017-05-05,226.880005,227.470001,225.300003,226.869995,211.169891,2435800
338,2017-05-08,226.75,227.339996,224.600006,225.029999,209.457184,2316800
339,2017-05-09,225.470001,226.570007,222.929993,223.759995,208.275055,2145400
340,2017-05-10,223.460007,225.350006,223.059998,224.880005,209.317581,2630400
341,2017-05-11,224.350006,225.089996,222.149994,224.759995,209.205902,2440300
342,2017-05-12,223.490005,224.490005,222.479996,222.820007,207.400177,2166100
343,2017-05-15,223.130005,226.570007,222.850006,225.119995,209.54097,2468100
344,2017-05-16,225.440002,226.820007,224.410004,225.600006,209.987732,1710700
345,2017-05-17,225.600006,225.600006,213.119995,213.720001,198.929871,7525700
346,2017-05-18,214.0,217.610001,213.860001,215.160004,200.270218,4792400
347,2017-05-19,214.869995,217.800003,214.0,215.389999,200.484329,3747100
348,2017-05-22,217.369995,217.639999,215.399994,216.020004,201.070724,2506100
349,2017-05-23,215.970001,220.789993,214.660004,219.639999,204.440201,3308800
350,2017-05-24,220.0,224.399994,219.449997,223.830002,208.340225,4141600
351,2017-05-25,224.410004,225.449997,222.300003,222.470001,207.074402,2640000
352,2017-05-26,222.009995,224.229996,221.179993,223.529999,208.060989,1787100
353,2017-05-30,221.830002,222.440002,218.009995,218.419998,203.98909,3097800
354,2017-05-31,218.240005,218.300003,209.619995,211.259995,197.302109,8312000
355,2017-06-01,212.610001,215.929993,210.789993,215.009995,200.804337,4057900
356,2017-06-02,212.940002,215.210007,211.910004,213.309998,199.216721,3692000
357,2017-06-05,213.080002,215.809998,212.679993,213.990005,199.851746,2696600
358,2017-06-06,212.509995,216.020004,212.479996,214.529999,200.356094,2891300
359,2017-06-07,215.369995,217.229996,214.309998,215.779999,201.523483,2679400
360,2017-06-08,215.779999,221.0,214.630005,218.759995,204.306625,3765600
361,2017-06-09,220.830002,223.850006,219.75,222.440002,207.743454,4455400
362,2017-06-12,223.630005,225.229996,221.910004,221.910004,207.248505,3388200
363,2017-06-13,223.350006,226.800003,222.770004,224.199997,209.387207,2767800
364,2017-06-14,222.990005,226.940002,221.759995,226.509995,211.544556,3652900
365,2017-06-15,224.809998,226.350006,222.800003,223.229996,208.481308,3378900
366,2017-06-16,222.649994,223.669998,221.130005,221.809998,207.15509,3758300
367,2017-06-19,223.429993,227.039993,223.110001,226.130005,211.189682,2900900
368,2017-06-20,225.509995,226.539993,224.190002,225.100006,210.227722,2264200
369,2017-06-21,224.539993,224.929993,221.929993,222.490005,207.790192,3015300
